model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,50,16,4,0.1,0.008192612106601398,0.00816365290221972
graph_sage,0.001,50,16,4,0.2,0.008993066091918283,0.008584974136020662
graph_sage,0.001,50,16,4,0.5,0.014729666109714244,0.00896393102120543
graph_sage,0.001,50,32,2,0.0,0.0060001271466414135,0.006502306818661929
graph_sage,0.001,50,32,2,0.1,0.007124876417219639,0.006772780819962776
graph_sage,0.001,50,32,2,0.2,0.007575418241322041,0.006727519659103831
graph_sage,0.001,50,32,2,0.5,0.01052817412548595,0.00819903787483911
graph_sage,0.001,50,32,3,0.0,0.005955732324057155,0.006671120566463529
graph_sage,0.001,50,32,3,0.1,0.006808659931023916,0.007548463985271159
graph_sage,0.001,50,32,3,0.2,0.007153789098891947,0.006989756727079399
graph_sage,0.001,50,32,3,0.5,0.011093428275651402,0.007758895193116189
graph_sage,0.001,50,32,4,0.0,0.0060085931378934115,0.006324080913626973
graph_sage,0.001,50,32,4,0.1,0.006716450202899674,0.006608366821623246
graph_sage,0.001,50,32,4,0.2,0.006945837868584527,0.006370243761611505
graph_sage,0.001,50,32,4,0.5,0.010217689722776414,0.008249162684961852
graph_sage,0.001,100,4,2,0.0,0.0071963706157273715,0.007908724571822656
graph_sage,0.001,100,4,2,0.1,0.009053392873870001,0.008317837012713093
graph_sage,0.001,100,4,2,0.2,0.0156837350792355,0.008648061093235172
graph_sage,0.001,100,4,2,0.5,0.014743677609496646,0.014705105091034554
graph_sage,0.001,100,4,3,0.0,0.006531862200548252,0.006904408285939745
graph_sage,0.001,100,4,3,0.1,0.017328658286068173,0.01851932420656439
graph_sage,0.001,100,4,3,0.2,0.01101762554090884,0.00916739740779553
graph_sage,0.001,100,4,3,0.5,0.01435430793919497,0.013470013119409253
graph_sage,0.001,100,4,4,0.0,0.006629630281693406,0.0068907329299773504
graph_sage,0.001,100,4,4,0.1,0.009081803965899679,0.007097404164500531
graph_sage,0.001,100,4,4,0.2,0.009725559037178755,0.008532470793310942
graph_sage,0.001,100,4,4,0.5,0.016919983343945608,0.015798823630218718
graph_sage,0.001,100,8,2,0.0,0.006596979664431678,0.006911956368305394
graph_sage,0.001,100,8,2,0.1,0.008786609541210863,0.007383434822586299
graph_sage,0.001,100,8,2,0.2,0.008161024521622392,0.007277616533524345
graph_sage,0.001,100,8,2,0.5,0.012633245272768868,0.011090070119839979
graph_sage,0.001,100,8,3,0.0,0.006491296862562498,0.0070399465371241195
graph_sage,0.001,100,8,3,0.1,0.008652207007010778,0.007324880667399736
graph_sage,0.001,100,8,3,0.2,0.010223215590748522,0.0070968777224113214
graph_sage,0.001,100,8,3,0.5,0.013662361850341162,0.01098693321942168
graph_sage,0.001,100,8,4,0.0,0.005890093205703629,0.006087502817973878
graph_sage,0.001,100,8,4,0.1,0.008399186200565761,0.006913618853996528
graph_sage,0.001,100,8,4,0.2,0.008525897862596644,0.0067532511834742515
graph_sage,0.001,100,8,4,0.5,0.012500380269355245,0.008630691174480898
graph_sage,0.001,100,16,2,0.0,0.005941090712116824,0.006404848399866059
graph_sage,0.001,100,16,2,0.1,0.007219763990077708,0.0068744029869368005
graph_sage,0.001,100,16,2,0.2,0.007257862999621365,0.00681658651285213
graph_sage,0.001,100,16,2,0.5,0.009828844231863816,0.008095022855293177
graph_sage,0.001,100,16,3,0.0,0.005133182027687629,0.006518786382997632
graph_sage,0.001,100,16,3,0.1,0.006527890906565719,0.006938148113835951
graph_sage,0.001,100,16,3,0.2,0.008369615477406316,0.006588075905950519
graph_sage,0.001,100,16,3,0.5,0.009693918335768912,0.00888399642859845
graph_sage,0.001,100,16,4,0.0,0.005130075218362941,0.0059639626113511925
graph_sage,0.001,100,16,4,0.1,0.00629961056013902,0.006798402446799923
graph_sage,0.001,100,16,4,0.2,0.007682039630081919,0.006622388997886053
graph_sage,0.001,100,16,4,0.5,0.011864819708797667,0.008287326355800229
graph_sage,0.001,100,32,2,0.0,0.005053795346369346,0.006219031893593141
graph_sage,0.001,100,32,2,0.1,0.0061272316301862395,0.006494269048715684
graph_sage,0.001,100,32,2,0.2,0.006406225740081734,0.006200877056120313
graph_sage,0.001,100,32,2,0.5,0.008342654816806317,0.006463821570296724
graph_sage,0.001,100,32,3,0.0,0.005105463177379635,0.006678817947911165
graph_sage,0.001,100,32,3,0.1,0.006180074459148778,0.0065369968291733695
graph_sage,0.001,100,32,3,0.2,0.006174473728363713,0.006162502421059912
graph_sage,0.001,100,32,3,0.5,0.007830940807859102,0.006911301005054771
graph_sage,0.001,100,32,4,0.0,0.005157725425023171,0.007244628282127174
graph_sage,0.001,100,32,4,0.1,0.005794083513319492,0.005758375168726904
graph_sage,0.001,100,32,4,0.2,0.005979295633733272,0.006214026477107937
